unique_id,ds,y,y_hat_naive2
W93,1982-07-04,1751.342,1745.4513399049722
W93,1982-07-11,1758.483,1740.7100148576578
W93,1982-07-18,1747.428,1731.0952712955852
W93,1982-07-25,1749.617,1729.852632325283
W93,1982-08-01,1753.035,1741.4403941345395
W94,1975-04-13,1802.54,1812.85
W94,1975-04-20,1986.53,1812.85
W94,1975-04-27,1931.14,1812.85
W94,1975-05-04,1831.39,1812.85
W94,1975-05-11,1948.19,1812.85
W94,1975-05-18,1948.12,1812.85
W94,1975-05-25,2000.27,1812.85
W94,1975-06-01,2077.83,1812.85
W94,1975-06-08,2068.5,1812.85
W94,1975-06-15,2093.54,1812.85
W94,1975-06-22,2174.32,1812.85
W94,1975-06-29,2052.07,1812.85
W94,1975-07-06,2108.0,1812.85
W95,1975-04-13,1621.22,1652.2
W95,1975-04-20,1764.77,1652.2
W95,1975-04-27,1679.71,1652.2
W95,1975-05-04,1638.8,1652.2
W95,1975-05-11,1728.67,1652.2
W95,1975-05-18,1733.06,1652.2
W95,1975-05-25,1799.69,1652.2
W95,1975-06-01,1857.32,1652.2
W95,1975-06-08,1899.37,1652.2
W95,1975-06-15,1907.46,1652.2
W95,1975-06-22,1936.32,1652.2
W95,1975-06-29,1863.71,1652.2
W95,1975-07-06,1912.86,1652.2
W96,2013-10-06,11355.272,11283.285182978028
W96,2013-10-13,11385.864,11298.433433202901
W96,2013-10-20,11303.634,11319.824877358187
W96,2013-10-27,11309.627,11354.710244697117
W96,2013-11-03,11397.101,11377.800525936083
W96,2013-11-10,11427.142,11417.145869659493
W96,2013-11-17,11459.31,11429.40708822394
W96,2013-11-24,11388.745,11448.445136999031
W96,2013-12-01,11451.752,11419.662279365584
W96,2013-12-08,11478.884,11369.0814826576
W96,2013-12-15,11545.812,11347.340633830116
W96,2013-12-22,11497.115,11321.662433640247
W96,2013-12-29,11568.007,11304.75052068836
W97,2013-10-06,447.83,431.54986100983376
W97,2013-10-13,454.85,443.2577721415174
W97,2013-10-20,482.02,442.09562895013084
W97,2013-10-27,472.14,447.9508113152142
W97,2013-11-03,455.09,444.5852960218034
W97,2013-11-10,481.15,451.21384186388843
W97,2013-11-17,524.38,446.01809343338476
W97,2013-11-24,519.49,451.22682113963015
W97,2013-12-01,485.51,446.69349686984486
W97,2013-12-08,467.8,443.9758217516031
W97,2013-12-15,486.97,433.56299094693367
W97,2013-12-22,483.66,438.9127745749185
W97,2013-12-29,457.56,435.5252270685375
W98,2013-10-06,584.3,567.5295795443145
W98,2013-10-13,590.59,580.2282354157128
W98,2013-10-20,610.91,580.3282756980649
W98,2013-10-27,597.94,583.5876649643417
W98,2013-11-03,585.15,578.7727545968562
W98,2013-11-10,610.26,585.6995384525936
W98,2013-11-17,651.93,581.3856881492129
W98,2013-11-24,646.63,588.0499424070028
W98,2013-12-01,617.37,582.0175925143238
W98,2013-12-08,598.04,578.7610055801999
W98,2013-12-15,617.17,567.622442247236
W98,2013-12-22,615.46,570.9682756822474
W98,2013-12-29,586.87,567.290719373801
W99,2013-10-06,14837.74,15110.68667959729
W99,2013-10-13,14751.79,15102.607659090487
W99,2013-10-20,14883.29,15121.582889348
W99,2013-10-27,15009.8,15123.3142391917
W99,2013-11-03,14963.45,15133.476006747656
W99,2013-11-10,14930.14,15139.84610220514
W99,2013-11-17,14847.66,15151.465610726178
W99,2013-11-24,14828.55,15146.72853383086
W99,2013-12-01,14864.72,15112.9464647588
W99,2013-12-08,14893.35,15071.388482699083
W99,2013-12-15,14811.6,15066.769867802486
W99,2013-12-22,14898.23,15095.895844242139
W99,2013-12-29,14855.39,15099.49797619158
